StudentID,Semester,Attendance,InternalMarks,AssignmentScore,StudyHours,Backlogs,Participation,MidtermMarks,FinalExamMarks,GPA,RiskLevel
462,5,88,22,19,23,0,65,39,94,9.45,Low Risk
463,7,86,27,19,18,0,62,37,91,8.96,Low Risk
464,4,91,27,17,18,0,64,47,92,8.72,Low Risk
465,6,84,22,17,17,0,73,43,99,8.17,Low Risk
466,7,83,28,19,20,0,80,42,86,8.26,Low Risk
467,7,89,23,17,16,0,68,35,80,8.76,Low Risk
468,6,96,25,18,23,0,80,39,75,9.06,Low Risk
469,7,98,25,15,23,0,83,36,77,7.86,Low Risk
470,7,85,22,16,21,0,76,36,96,7.6,Low Risk
471,1,92,27,18,18,0,62,35,86,8.95,Low Risk
472,7,92,28,15,15,0,62,44,84,8.51,Low Risk
473,4,97,22,17,18,0,94,42,83,8.91,Low Risk
474,6,81,26,18,22,0,88,37,75,8.59,Low Risk
475,1,87,24,19,15,0,64,45,85,9.23,Low Risk
476,5,95,29,17,17,0,71,45,80,9.23,Low Risk
477,4,83,25,16,22,0,81,37,94,9.09,Low Risk
478,7,93,29,17,16,0,75,41,88,8.76,Low Risk
479,4,95,29,18,15,0,71,48,90,8.11,Low Risk
480,3,91,22,15,19,0,87,48,74,7.64,Low Risk
481,3,80,27,16,23,0,78,40,74,7.64,Low Risk
482,6,94,28,18,15,0,72,38,91,8.97,Low Risk
483,7,93,28,17,20,0,88,42,89,8.06,Low Risk
484,2,89,22,15,22,0,85,48,98,9.45,Low Risk
485,2,85,23,19,23,0,64,36,95,8.66,Low Risk
486,1,96,25,17,17,0,69,36,94,8.98,Low Risk
487,2,89,27,16,21,0,98,45,98,9.35,Low Risk
488,4,88,27,18,17,0,79,37,84,8.61,Low Risk
489,5,81,27,17,20,0,74,45,79,8.4,Low Risk
490,6,88,24,18,16,0,88,38,70,7.73,Low Risk
491,1,89,26,17,20,0,80,45,93,8.68,Low Risk
492,2,92,25,15,15,0,63,41,86,8.58,Low Risk
493,3,80,23,18,23,0,91,40,85,8.83,Low Risk
494,2,97,24,16,17,0,80,49,94,8.37,Low Risk
495,7,83,26,17,23,0,86,44,88,8.68,Low Risk
496,1,90,22,15,24,0,79,47,77,8.81,Low Risk
497,5,94,29,18,15,0,64,45,85,9.32,Low Risk
498,3,97,24,16,15,0,70,36,99,9.4,Low Risk
499,2,97,27,17,18,0,72,42,83,8.29,Low Risk
500,6,80,28,17,22,0,76,43,98,8.67,Low Risk
501,1,86,22,18,15,0,96,43,87,9.07,Low Risk
502,5,81,26,16,20,0,99,38,87,8.8,Low Risk
503,5,94,25,16,16,0,81,45,95,7.54,Low Risk
504,4,86,26,17,20,0,83,38,97,7.71,Low Risk
505,7,82,27,16,23,0,60,40,75,7.72,Low Risk
506,5,84,22,16,19,0,66,37,82,9.15,Low Risk
507,3,82,25,19,15,0,63,46,97,8.39,Low Risk
508,2,99,29,15,21,0,91,41,74,8.15,Low Risk
509,2,96,23,16,21,0,75,35,86,7.71,Low Risk
510,1,85,24,19,17,0,98,40,78,9.22,Low Risk
511,2,96,25,17,23,0,81,43,98,8.42,Low Risk
512,7,92,29,18,21,0,76,41,77,9.23,Low Risk
513,5,85,25,16,20,0,92,48,86,8.33,Low Risk
514,2,98,27,16,24,0,95,36,78,7.92,Low Risk
515,3,93,28,17,20,0,74,48,97,8.64,Low Risk
516,3,88,28,15,15,0,78,37,79,8.32,Low Risk
517,2,80,26,16,16,0,72,40,70,8.76,Low Risk
518,7,92,29,15,19,0,88,41,93,8.88,Low Risk
519,7,92,26,16,15,0,62,41,95,8.52,Low Risk
520,5,80,22,15,23,0,62,49,98,8.76,Low Risk
521,2,95,22,18,23,0,60,47,94,9.25,Low Risk
522,1,98,25,17,20,0,66,48,98,7.87,Low Risk
523,2,88,26,17,19,0,89,43,77,7.53,Low Risk
524,2,87,27,18,23,0,99,38,84,7.63,Low Risk
525,1,96,26,16,16,0,72,47,91,8.37,Low Risk
526,5,89,26,17,17,0,62,40,83,8.25,Low Risk
527,3,83,24,18,18,0,70,44,80,9.36,Low Risk
528,6,90,23,15,23,0,87,49,97,7.69,Low Risk
529,7,95,22,18,22,0,68,44,95,9.06,Low Risk
530,5,86,29,16,18,0,76,37,74,7.91,Low Risk
531,4,86,25,15,20,0,88,44,86,8.02,Low Risk
532,7,82,26,16,18,0,96,39,91,9.02,Low Risk
533,4,89,26,19,20,0,75,42,77,8.13,Low Risk
534,5,81,27,18,24,0,70,49,85,7.65,Low Risk
535,2,97,25,17,24,0,82,36,99,9.09,Low Risk
536,6,85,22,17,20,0,62,48,98,8.15,Low Risk
537,5,93,26,17,18,0,66,40,79,8.82,Low Risk
538,7,94,25,18,24,0,96,38,81,7.8,Low Risk
539,1,84,28,19,19,0,91,37,84,8.61,Low Risk
540,6,97,29,15,22,0,99,49,98,8.37,Low Risk
541,5,85,23,16,22,0,70,35,91,8.91,Low Risk
542,6,95,24,18,24,0,62,47,96,7.98,Low Risk
543,7,95,26,19,15,0,94,38,80,8.22,Low Risk
544,3,90,27,18,19,0,94,40,75,7.53,Low Risk
545,2,96,29,18,21,0,74,45,95,8.63,Low Risk
546,5,89,24,15,18,0,88,49,88,8.38,Low Risk
547,2,90,22,18,17,0,82,42,80,9.36,Low Risk
548,7,84,28,17,19,0,80,46,87,8.8,Low Risk
549,1,89,25,15,16,0,86,41,91,8.25,Low Risk
550,7,90,26,18,19,0,82,43,96,8.89,Low Risk
551,1,89,27,17,15,0,66,38,70,7.86,Low Risk
552,4,97,28,15,16,0,79,36,85,7.55,Low Risk
553,3,90,28,18,22,0,79,48,75,8.57,Low Risk
554,2,92,26,16,19,0,97,36,73,7.66,Low Risk
555,3,87,25,17,20,0,79,42,98,8.35,Low Risk
556,6,96,29,18,18,0,75,48,99,8.69,Low Risk
557,5,94,29,17,19,0,82,42,78,9.49,Low Risk
558,4,84,23,15,21,0,67,49,90,7.62,Low Risk
559,4,86,26,18,15,0,76,44,99,8.11,Low Risk
560,6,90,23,16,21,0,93,45,89,7.61,Low Risk
561,2,99,28,19,18,0,62,39,99,7.83,Low Risk
562,4,87,24,19,22,0,69,41,97,8.21,Low Risk
563,5,92,29,18,19,0,85,40,73,7.79,Low Risk
564,6,81,28,17,19,0,97,44,77,8.11,Low Risk
565,3,91,29,18,21,0,76,35,92,9.47,Low Risk
566,2,89,26,16,23,0,81,47,94,8.65,Low Risk
567,3,91,29,15,24,0,74,49,92,9.18,Low Risk
568,1,88,29,18,24,0,86,39,87,8.44,Low Risk
569,1,91,25,17,21,0,94,36,85,8.16,Low Risk
570,4,87,26,19,15,0,96,40,88,8.97,Low Risk
571,4,93,28,18,21,0,67,43,82,8.82,Low Risk
572,6,85,29,18,19,0,89,37,97,8.48,Low Risk
573,6,81,29,19,20,0,67,41,77,8.24,Low Risk
574,6,93,29,17,24,0,62,45,81,8.61,Low Risk
575,7,84,27,18,23,0,90,48,90,9.25,Low Risk
576,7,83,26,19,24,0,79,38,82,7.96,Low Risk
577,4,80,22,19,15,0,83,44,77,9.34,Low Risk
578,5,93,29,17,24,0,72,41,74,8.43,Low Risk
579,1,95,28,16,20,0,77,49,86,8.91,Low Risk
580,5,97,26,16,19,0,89,39,85,8.18,Low Risk
581,3,99,28,15,18,0,69,46,90,7.6,Low Risk
582,4,80,22,18,23,0,60,46,72,9.01,Low Risk
583,1,94,25,15,23,0,67,42,96,7.85,Low Risk
584,1,90,29,16,17,0,70,41,80,8.8,Low Risk
585,1,87,28,16,20,0,96,47,88,8.55,Low Risk
586,1,96,24,17,22,0,80,37,71,8.84,Low Risk
587,3,86,25,17,15,0,65,37,93,8.14,Low Risk
588,2,85,28,19,17,0,63,40,95,9.33,Low Risk
589,4,92,25,16,15,0,95,41,97,9.48,Low Risk
590,2,82,27,17,15,0,77,42,70,9.37,Low Risk
591,2,83,27,18,23,0,75,42,81,8.05,Low Risk
592,7,93,26,15,16,0,62,44,93,8.44,Low Risk
593,2,88,23,18,22,0,69,37,72,8.09,Low Risk
594,3,95,22,17,23,0,85,49,71,9.21,Low Risk
595,2,99,25,18,21,0,60,40,94,8.96,Low Risk
596,3,99,22,18,20,0,80,48,98,8.56,Low Risk
597,6,94,23,16,18,0,74,48,94,7.83,Low Risk
598,1,84,27,15,21,0,63,45,87,7.71,Low Risk
599,3,87,28,17,22,0,69,43,89,7.52,Low Risk
600,7,90,26,19,24,0,96,42,96,9.46,Low Risk
601,5,84,22,17,16,0,60,42,97,8.73,Low Risk
602,3,91,25,16,22,0,87,44,99,8.02,Low Risk
603,7,94,23,18,23,0,71,35,92,7.94,Low Risk
604,5,94,22,15,23,0,80,49,86,7.65,Low Risk
605,3,92,29,15,15,0,85,47,86,9.17,Low Risk
606,6,92,27,17,22,0,74,40,98,8.27,Low Risk
607,1,82,25,19,20,0,82,43,71,7.57,Low Risk
608,5,99,27,17,16,0,77,38,86,9.36,Low Risk
609,6,92,28,18,21,0,74,37,80,7.59,Low Risk
610,3,96,24,17,18,0,95,37,95,9.17,Low Risk
611,5,96,28,17,16,0,60,37,73,8.33,Low Risk
612,2,93,26,18,22,0,75,46,85,7.58,Low Risk
613,5,92,23,17,20,0,67,42,84,8.96,Low Risk
614,1,86,26,16,22,0,66,42,81,9.33,Low Risk
615,2,95,24,16,20,0,77,36,74,9.06,Low Risk
616,7,81,24,19,21,0,64,48,75,9.39,Low Risk
617,5,93,25,18,21,0,65,44,87,8.0,Low Risk
618,2,88,26,16,18,0,65,42,96,8.62,Low Risk
619,2,90,24,15,18,0,63,35,78,7.92,Low Risk
620,6,85,24,15,18,0,81,41,80,8.41,Low Risk
621,2,82,22,18,21,0,73,35,87,7.74,Low Risk
622,1,88,28,16,17,0,64,49,89,8.59,Low Risk
623,6,81,26,15,24,0,73,44,94,8.88,Low Risk
624,6,88,22,17,18,0,93,44,72,7.97,Low Risk
625,5,92,28,15,16,0,71,43,79,9.35,Low Risk
626,3,90,29,15,17,0,77,37,90,8.96,Low Risk
627,6,91,24,16,18,0,98,40,71,7.62,Low Risk
628,3,94,28,18,15,0,76,42,73,9.13,Low Risk
629,5,95,25,18,20,0,88,49,81,8.07,Low Risk
630,7,95,27,16,21,0,96,47,72,8.47,Low Risk
631,7,93,25,17,24,0,80,39,96,9.32,Low Risk
632,5,99,22,18,16,0,81,36,74,9.15,Low Risk
633,6,92,24,16,20,0,88,38,91,8.17,Low Risk
634,7,83,22,17,17,0,97,40,89,8.84,Low Risk
635,1,99,22,18,16,0,77,39,89,8.81,Low Risk
636,3,84,27,16,18,0,88,46,71,7.56,Low Risk
637,1,89,28,18,17,0,89,49,72,8.66,Low Risk
638,5,98,28,19,16,0,69,36,71,8.16,Low Risk
639,1,95,29,19,22,0,60,45,92,7.7,Low Risk
640,7,94,23,18,15,0,92,45,97,7.89,Low Risk
641,7,89,28,16,24,0,83,38,81,7.62,Low Risk
642,3,87,23,17,17,0,71,37,79,9.28,Low Risk
643,6,81,22,16,20,0,89,38,75,7.79,Low Risk
644,5,89,25,16,22,0,92,47,93,8.99,Low Risk
645,2,94,26,19,20,0,79,36,80,7.73,Low Risk
646,2,81,25,15,24,0,68,44,94,8.02,Low Risk
647,4,86,25,16,15,0,95,42,91,8.09,Low Risk
648,7,93,23,19,19,0,87,38,98,7.55,Low Risk
649,5,89,27,19,16,0,83,48,71,9.33,Low Risk
650,4,85,25,19,18,0,81,48,85,9.49,Low Risk
651,1,80,26,18,18,0,77,40,72,8.01,Low Risk
652,5,95,24,19,18,0,80,42,88,8.69,Low Risk
653,7,93,27,18,15,0,82,48,98,8.19,Low Risk
654,7,91,22,15,20,0,93,39,82,9.29,Low Risk
655,7,87,29,17,15,0,90,37,86,8.61,Low Risk
656,6,87,26,17,18,0,94,39,78,8.61,Low Risk
657,7,81,26,19,23,0,67,41,70,8.13,Low Risk
658,7,90,28,17,20,0,85,37,89,8.67,Low Risk
659,1,94,22,15,16,0,88,38,75,8.68,Low Risk
660,3,80,24,18,17,0,64,45,81,8.89,Low Risk
661,5,99,22,18,17,0,78,40,96,8.74,Low Risk
662,5,92,25,15,20,0,87,38,84,8.73,Low Risk
663,6,90,24,18,22,0,85,37,95,8.1,Low Risk
664,5,88,25,17,21,0,71,49,92,7.97,Low Risk
665,2,89,24,17,20,0,93,45,88,8.88,Low Risk
666,6,99,27,15,24,0,87,35,72,9.12,Low Risk
667,3,99,27,17,21,0,63,43,81,8.9,Low Risk
668,6,91,24,17,19,0,96,48,90,8.13,Low Risk
669,1,92,22,19,20,0,63,45,86,8.85,Low Risk
670,2,90,25,15,21,0,82,36,97,8.66,Low Risk
671,1,98,22,18,17,0,89,46,86,7.71,Low Risk
672,6,99,26,19,22,0,84,37,75,8.27,Low Risk
673,7,99,23,15,24,0,66,40,86,9.41,Low Risk
674,1,89,23,15,21,0,97,45,89,8.09,Low Risk
675,4,81,25,15,18,0,85,38,70,7.58,Low Risk
676,2,88,26,17,22,0,83,37,73,8.58,Low Risk
677,3,90,24,15,16,0,87,46,98,7.79,Low Risk
678,7,83,26,15,21,0,85,41,78,9.16,Low Risk
679,6,90,23,18,18,0,77,44,90,7.89,Low Risk
680,5,80,28,16,24,0,82,44,82,8.29,Low Risk
681,4,87,29,17,19,0,77,49,99,9.37,Low Risk
682,1,89,22,16,19,0,71,40,99,7.54,Low Risk
683,1,91,28,19,15,0,74,36,89,7.55,Low Risk
684,4,97,24,17,16,0,97,39,95,8.39,Low Risk
685,3,90,25,17,16,0,63,35,71,9.1,Low Risk
686,6,81,25,16,23,0,80,41,96,9.42,Low Risk
687,6,86,25,18,17,0,68,44,82,9.14,Low Risk
688,5,84,23,19,24,0,98,44,84,8.75,Low Risk
689,3,94,24,17,24,0,87,47,84,8.7,Low Risk
690,4,94,27,19,17,0,62,42,77,9.18,Low Risk
691,4,94,25,17,19,0,62,47,77,8.65,Low Risk
692,5,82,29,15,19,0,66,49,76,7.59,Low Risk
693,1,96,26,18,15,0,69,45,85,9.18,Low Risk
694,1,97,25,15,15,0,85,48,85,8.86,Low Risk
695,4,90,27,19,23,0,77,48,82,7.68,Low Risk
696,4,97,24,18,23,0,87,37,93,8.32,Low Risk
697,7,88,29,18,15,0,63,48,94,7.7,Low Risk
698,3,87,27,19,19,0,84,38,91,8.74,Low Risk
699,2,81,23,19,16,0,71,49,82,8.06,Low Risk
700,1,90,24,17,21,0,85,48,83,9.16,Low Risk
701,4,88,22,17,21,0,81,41,93,9.1,Low Risk
702,2,91,28,18,15,0,78,46,96,7.64,Low Risk
703,6,96,26,16,17,0,93,49,72,8.42,Low Risk
704,6,92,27,18,20,0,81,46,85,9.04,Low Risk
705,5,93,29,18,21,0,81,39,95,9.31,Low Risk
706,1,88,22,17,21,0,82,48,82,8.69,Low Risk
707,7,94,22,19,23,0,98,41,96,8.64,Low Risk
708,2,98,28,17,24,0,66,36,85,8.63,Low Risk
709,6,88,26,19,23,0,90,39,95,8.53,Low Risk
710,5,92,22,18,19,0,87,35,97,8.53,Low Risk
711,1,97,22,17,23,0,97,40,82,8.14,Low Risk
712,2,87,24,19,17,0,92,42,88,8.75,Low Risk
713,1,99,26,19,17,0,60,38,94,7.55,Low Risk
714,4,90,23,15,16,0,88,37,92,8.36,Low Risk
715,6,98,22,15,24,0,78,35,71,7.86,Low Risk
716,7,97,23,15,20,0,80,44,75,8.73,Low Risk
717,3,86,28,16,24,0,89,43,89,8.66,Low Risk
718,4,88,28,18,22,0,68,47,78,8.09,Low Risk
719,1,95,28,17,23,0,64,41,74,8.63,Low Risk
720,2,94,23,19,18,0,69,47,78,9.26,Low Risk
721,7,93,29,15,19,0,70,37,74,7.78,Low Risk
722,5,83,29,19,19,0,69,46,93,7.58,Low Risk
723,7,81,27,18,21,0,98,42,76,7.67,Low Risk
724,5,93,23,17,19,0,90,43,87,8.16,Low Risk
725,7,96,26,16,23,0,72,44,76,8.76,Low Risk
726,7,85,24,16,17,0,77,45,91,8.13,Low Risk
727,5,98,27,17,17,0,75,42,78,8.24,Low Risk
728,1,91,28,17,21,0,73,35,88,9.41,Low Risk
729,7,98,22,15,20,0,99,37,77,7.66,Low Risk
730,4,98,23,15,21,0,86,44,71,8.05,Low Risk
731,6,97,28,19,23,0,76,48,93,7.96,Low Risk
732,7,98,27,16,17,0,70,40,98,7.77,Low Risk
733,2,95,26,17,22,0,79,40,96,9.11,Low Risk
734,5,80,26,18,17,0,62,40,82,7.61,Low Risk
735,3,80,24,18,21,0,70,44,90,8.77,Low Risk
736,7,83,26,15,15,0,94,39,85,9.16,Low Risk
737,4,94,27,17,18,0,73,49,85,8.89,Low Risk
738,7,96,25,18,21,0,77,36,91,9.27,Low Risk
739,7,94,27,17,16,0,95,41,77,8.89,Low Risk
740,6,94,26,15,16,0,83,42,98,7.78,Low Risk
741,6,99,22,19,15,0,93,48,84,8.21,Low Risk
742,1,81,23,19,21,0,90,47,94,7.78,Low Risk
743,3,81,22,19,23,0,89,47,89,8.34,Low Risk
744,5,82,26,16,24,0,76,44,92,9.0,Low Risk
745,5,86,23,15,21,0,84,39,74,9.34,Low Risk
746,3,88,26,15,19,0,61,43,80,9.33,Low Risk
747,6,81,28,19,20,0,92,36,76,9.36,Low Risk
748,1,80,29,18,18,0,77,45,80,8.99,Low Risk
749,1,89,22,18,20,0,75,36,92,9.0,Low Risk
750,1,92,29,16,20,0,72,35,74,8.87,Low Risk
751,5,89,22,16,21,0,89,44,71,8.42,Low Risk
752,3,86,29,16,24,0,66,42,75,8.0,Low Risk
753,1,83,27,15,18,0,88,39,95,8.19,Low Risk
754,3,94,25,16,17,0,65,38,93,7.64,Low Risk
755,1,96,22,17,20,0,94,48,99,8.38,Low Risk
756,3,99,27,19,17,0,93,35,99,7.62,Low Risk
757,7,96,27,15,22,0,81,37,93,8.07,Low Risk
758,1,91,23,17,16,0,60,38,90,8.59,Low Risk
759,5,80,24,15,19,0,75,46,96,9.21,Low Risk
760,2,95,25,15,18,0,69,45,86,9.14,Low Risk
761,7,86,25,19,21,0,74,36,83,9.41,Low Risk
762,6,93,29,17,16,0,69,36,98,8.39,Low Risk
763,4,85,27,15,18,0,60,40,84,8.59,Low Risk
764,6,98,23,19,15,0,82,41,95,7.92,Low Risk
765,7,91,24,16,15,0,74,38,82,9.21,Low Risk
766,3,84,26,16,21,0,92,41,75,8.26,Low Risk
767,6,82,28,17,21,0,88,36,70,9.38,Low Risk
768,7,86,24,16,16,0,66,43,70,8.62,Low Risk
769,4,85,28,16,21,0,85,36,99,9.13,Low Risk
770,6,96,22,16,17,0,71,42,85,8.89,Low Risk
771,7,96,29,17,16,0,61,49,73,8.53,Low Risk
772,5,94,22,18,20,0,85,35,80,7.61,Low Risk
773,5,95,24,19,20,0,83,42,83,8.1,Low Risk
774,1,84,22,16,23,0,83,43,73,9.35,Low Risk
775,5,97,29,16,19,0,80,36,92,8.06,Low Risk
776,2,92,22,16,24,0,79,39,82,8.16,Low Risk
777,1,93,22,19,18,0,77,45,89,8.67,Low Risk
778,7,90,25,15,19,0,78,44,89,8.47,Low Risk
779,2,93,25,15,16,0,91,39,72,8.2,Low Risk
780,2,98,22,18,15,0,71,35,93,8.18,Low Risk
781,3,96,28,16,17,0,67,38,73,9.38,Low Risk
782,7,93,27,18,22,0,60,35,94,8.3,Low Risk
783,2,87,26,18,20,0,75,38,85,8.82,Low Risk
784,6,90,23,16,21,0,92,44,94,8.47,Low Risk
785,7,82,25,18,24,0,70,36,83,9.11,Low Risk
786,1,91,23,18,15,0,72,48,93,8.86,Low Risk
787,4,95,25,16,24,0,68,41,84,8.17,Low Risk
788,1,95,25,16,18,0,79,45,83,8.7,Low Risk
789,4,87,23,18,17,0,93,46,98,8.53,Low Risk
790,5,83,27,16,18,0,89,39,88,7.88,Low Risk
791,3,85,25,17,19,0,96,41,96,8.86,Low Risk
792,7,82,23,19,21,0,96,43,84,7.78,Low Risk
793,6,96,23,19,22,0,80,43,80,8.91,Low Risk
794,2,82,28,16,20,0,93,43,79,8.95,Low Risk
795,1,82,27,17,15,0,71,41,73,7.85,Low Risk
796,2,89,26,15,18,0,77,39,88,9.35,Low Risk
797,1,89,23,19,17,0,70,49,94,8.7,Low Risk
798,1,81,29,16,19,0,95,44,90,9.11,Low Risk
799,4,89,25,19,20,0,80,40,90,7.77,Low Risk
800,6,86,25,15,15,0,85,40,75,7.57,Low Risk
801,4,91,23,16,20,0,76,37,87,7.63,Low Risk
802,3,89,29,19,22,0,65,39,94,7.97,Low Risk
803,1,97,29,18,23,0,91,46,85,7.73,Low Risk
804,2,93,22,18,24,0,91,44,95,8.43,Low Risk
805,7,81,22,18,22,0,82,47,76,8.38,Low Risk
806,5,81,23,15,19,0,93,38,72,9.22,Low Risk
807,5,97,27,19,19,0,69,41,89,9.49,Low Risk
808,2,83,22,19,22,0,84,38,79,8.76,Low Risk
809,5,98,23,17,20,0,75,35,81,9.35,Low Risk
810,5,87,23,15,19,0,85,48,91,8.0,Low Risk
811,5,82,23,17,24,0,71,36,80,8.99,Low Risk
812,2,92,26,18,16,0,96,41,95,9.2,Low Risk
813,4,95,28,18,23,0,91,49,74,8.57,Low Risk
814,3,89,25,19,23,0,74,44,93,9.32,Low Risk
815,4,82,28,18,19,0,65,35,73,7.95,Low Risk
816,2,84,28,19,19,0,86,41,77,7.91,Low Risk
817,3,95,27,19,18,0,99,49,90,8.14,Low Risk
818,4,91,23,19,15,0,87,43,81,8.31,Low Risk
819,4,82,26,16,16,0,72,41,79,8.48,Low Risk
820,2,93,24,16,20,0,63,39,70,7.93,Low Risk
821,1,87,26,17,24,0,74,40,84,7.63,Low Risk
822,3,98,23,18,20,0,63,49,87,7.59,Low Risk
823,4,91,23,18,19,0,62,43,98,9.2,Low Risk
824,3,82,27,15,21,0,93,43,83,8.29,Low Risk
825,1,92,23,18,24,0,75,46,89,8.1,Low Risk
826,2,80,28,16,15,0,86,42,72,8.65,Low Risk
827,6,86,23,15,20,0,82,40,73,8.9,Low Risk
828,1,83,28,16,15,0,83,42,92,9.09,Low Risk
829,7,94,29,17,16,0,83,35,97,8.22,Low Risk
830,1,94,26,17,18,0,75,48,81,8.45,Low Risk
831,3,96,27,16,23,0,71,41,90,8.33,Low Risk
832,7,91,28,16,21,0,79,49,92,9.44,Low Risk
833,5,94,22,16,19,0,72,37,99,8.73,Low Risk
834,6,83,25,18,18,0,78,47,81,7.95,Low Risk
835,4,83,24,16,16,0,64,41,79,8.41,Low Risk
836,1,92,28,19,24,0,69,44,75,8.2,Low Risk
837,3,87,22,18,15,0,98,48,90,9.03,Low Risk
838,1,88,22,19,24,0,90,38,98,9.37,Low Risk
839,3,98,25,16,15,0,72,48,93,9.29,Low Risk
840,5,90,22,18,24,0,69,49,75,9.32,Low Risk
841,7,95,29,18,18,0,97,40,94,9.42,Low Risk
842,5,97,28,15,17,0,92,35,82,7.61,Low Risk
843,5,82,22,17,23,0,97,47,92,7.65,Low Risk
844,4,92,23,19,22,0,82,40,88,8.02,Low Risk
845,1,88,22,19,16,0,78,37,93,7.68,Low Risk
846,7,89,23,17,18,0,68,35,96,8.02,Low Risk
847,7,83,24,15,19,0,98,36,90,9.41,Low Risk
848,7,96,28,18,22,0,63,40,94,9.21,Low Risk
849,4,83,29,19,23,0,63,37,93,8.89,Low Risk
850,2,89,22,17,16,0,76,48,93,9.13,Low Risk
851,7,96,22,18,23,0,74,46,93,8.17,Low Risk
852,3,98,26,18,18,0,60,39,86,9.0,Low Risk
853,2,94,24,17,21,0,81,36,85,9.43,Low Risk
854,3,97,24,15,16,0,67,40,99,8.82,Low Risk
855,4,97,25,17,23,0,68,48,77,9.43,Low Risk
856,3,97,26,18,18,0,98,38,94,9.28,Low Risk
857,2,90,27,18,20,0,63,49,93,7.78,Low Risk
858,7,91,23,19,16,0,97,46,81,8.53,Low Risk
859,2,89,28,18,24,0,76,38,76,8.86,Low Risk
860,7,98,25,17,21,0,98,41,71,7.63,Low Risk
861,6,92,23,17,16,0,74,48,75,9.19,Low Risk
862,2,82,24,16,17,0,62,47,81,8.47,Low Risk
863,1,86,26,16,18,0,69,41,93,7.98,Low Risk
864,6,98,26,16,23,0,86,47,88,7.78,Low Risk
865,6,83,29,17,17,0,62,38,94,8.11,Low Risk
866,6,82,28,18,23,0,99,47,73,8.99,Low Risk
867,5,85,22,18,22,0,94,35,78,9.49,Low Risk
868,5,99,23,18,24,0,81,49,80,9.12,Low Risk
869,3,91,29,19,18,0,98,41,82,7.95,Low Risk
870,5,92,25,19,22,0,69,35,94,9.0,Low Risk
871,5,82,24,19,24,0,70,48,76,7.85,Low Risk
872,2,89,25,16,17,0,67,49,80,8.4,Low Risk
873,5,81,27,15,18,0,93,36,85,8.43,Low Risk
874,7,86,22,19,20,0,82,45,83,9.05,Low Risk
875,2,99,22,18,15,0,88,42,74,9.03,Low Risk
876,1,97,28,19,21,0,77,40,91,7.66,Low Risk
877,6,98,28,16,24,0,77,41,70,7.71,Low Risk
878,6,82,23,18,16,0,89,47,78,8.03,Low Risk
879,5,86,26,18,22,0,86,48,95,8.74,Low Risk
880,2,86,23,19,20,0,64,41,97,8.72,Low Risk
881,7,95,28,17,23,0,88,40,98,7.84,Low Risk
882,7,83,27,17,22,0,88,38,80,7.55,Low Risk
883,2,90,24,15,19,0,98,49,75,9.45,Low Risk
884,3,83,24,16,15,0,94,37,97,9.46,Low Risk
885,1,90,27,18,17,0,61,36,99,8.9,Low Risk
886,2,84,22,16,16,0,97,47,79,8.05,Low Risk
887,4,96,28,15,17,0,69,39,83,9.13,Low Risk
888,5,92,23,18,24,0,67,39,99,8.83,Low Risk
889,1,95,26,17,18,0,90,47,93,9.47,Low Risk
890,3,81,27,17,20,0,85,44,99,8.34,Low Risk
891,6,90,29,15,19,0,66,40,90,8.01,Low Risk
892,6,99,29,16,16,0,88,43,84,8.87,Low Risk
893,2,95,25,18,20,0,96,40,76,8.68,Low Risk
894,5,95,27,18,20,0,90,48,90,8.15,Low Risk
895,1,92,23,19,17,0,87,46,77,8.98,Low Risk
896,5,89,28,16,18,0,86,44,83,8.11,Low Risk
897,1,80,28,16,24,0,84,40,98,9.13,Low Risk
898,5,85,26,16,24,0,77,41,71,7.61,Low Risk
899,5,99,28,18,15,0,60,35,96,9.42,Low Risk
900,4,92,27,15,17,0,70,42,91,8.74,Low Risk
901,5,92,22,16,17,0,83,46,73,9.32,Low Risk
902,3,96,24,15,16,0,70,35,84,8.49,Low Risk
903,4,90,26,17,24,0,70,36,71,8.09,Low Risk
904,2,97,28,17,21,0,62,46,76,9.26,Low Risk
905,1,84,29,16,23,0,66,38,89,8.41,Low Risk
906,4,92,22,18,22,0,94,48,91,8.17,Low Risk
907,7,95,23,17,15,0,64,37,91,8.4,Low Risk
908,5,99,26,19,18,0,95,38,73,7.97,Low Risk
909,2,97,29,15,16,0,81,36,90,7.94,Low Risk
910,4,86,28,19,20,0,85,39,86,9.28,Low Risk
911,7,98,22,15,19,0,61,38,85,8.85,Low Risk
912,3,80,24,16,21,0,79,36,88,7.95,Low Risk
913,3,84,23,18,21,0,73,41,81,8.12,Low Risk
914,1,89,29,16,15,0,64,47,79,8.97,Low Risk
915,1,83,25,16,23,0,88,47,87,8.94,Low Risk
916,7,85,29,16,18,0,77,36,94,7.69,Low Risk
917,7,95,24,17,17,0,97,47,79,9.32,Low Risk
918,7,99,23,15,23,0,97,47,73,8.33,Low Risk
919,1,99,26,18,16,0,64,40,74,9.45,Low Risk
920,1,89,29,15,17,0,89,36,81,9.06,Low Risk
921,2,88,23,16,17,0,63,43,88,7.83,Low Risk
922,4,82,28,15,16,0,90,46,84,9.36,Low Risk
923,2,92,27,19,24,0,69,42,80,8.22,Low Risk
924,2,84,27,17,17,0,85,43,99,9.22,Low Risk
925,6,90,25,16,15,0,71,35,73,8.71,Low Risk
